bici_estacion_origen,bici_estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada
42,12,5783160,21:12:28,00:17:35,21:30:03
8,30,5810010,21:06:25,00:23:50,21:30:15
190,154,5440160,21:10:47,00:19:49,21:30:36
83,172,5666010,21:03:18,00:27:34,21:30:52
33,12,5751430,20:44:27,00:46:38,21:31:05
25,117,5170700,20:39:11,00:52:17,21:31:28
95,17,5731900,20:34:54,00:56:34,21:31:28
25,129,5641780,21:15:05,00:17:52,21:32:57
163,185,3892850,21:13:35,00:19:40,21:33:15
142,74,5731900,21:07:00,00:26:20,21:33:20
1,113,5313860,21:06:00,00:27:39,21:33:39
58,38,5731900,21:01:00,00:32:59,21:33:59
124,50,5751430,20:46:31,00:47:56,21:34:27
28,86,4987430,21:00:53,00:35:10,21:36:03
87,148,5731900,20:45:00,00:51:10,21:36:10
115,175,5777720,21:16:17,00:20:52,21:37:09
88,83,6394240,21:25:00,00:13:24,21:38:24
190,89,5440160,21:30:04,00:08:25,21:38:29
89,30,5751430,21:13:31,00:25:43,21:39:14
61,70,1895160,21:16:05,00:23:14,21:39:19
1,24,5509730,21:17:51,00:21:34,21:39:25
50,59,3126850,21:31:05,00:08:48,21:39:53
188,89,5440160,21:14:31,00:25:30,21:40:01
55,116,5664250,20:36:10,01:03:53,21:40:03
116,30,5751430,21:15:21,00:24:58,21:40:19
107,107,5605040,21:25:15,00:15:04,21:40:19
9,113,5751430,19:27:00,02:13:22,21:40:22
67,184,6109620,21:21:05,00:19:56,21:41:01
106,17,4300980,21:04:08,00:37:26,21:41:34
93,86,4987430,21:28:20,00:13:16,21:41:36
8,150,6042050,21:14:15,00:27:53,21:42:08
4,193,5664250,21:20:27,00:21:46,21:42:13
44,170,5570850,21:15:32,00:27:43,21:43:15
89,89,5751430,20:31:04,01:14:13,21:45:17
55,116,5664250,21:18:33,00:27:01,21:45:34
146,72,1895160,21:30:32,00:15:07,21:45:39
183,183,4300980,21:36:29,00:09:10,21:45:39
87,67,6109620,21:33:21,00:12:31,21:45:52
34,193,5664250,21:28:08,00:18:09,21:46:17
150,117,6200670,21:36:15,00:10:42,21:46:57
25,136,5731900,20:53:06,00:53:52,21:46:58
9,89,5751430,20:47:28,00:59:58,21:47:26
4,193,5664250,21:21:20,00:26:35,21:47:55
155,155,5605040,19:48:31,01:59:41,21:48:12
89,145,5440160,21:15:58,00:32:28,21:48:26
170,75,5751430,21:24:57,00:24:06,21:49:03
4,193,5664250,21:14:07,00:35:22,21:49:29
190,89,5440160,21:31:40,00:17:58,21:49:38
150,150,6042050,21:08:20,00:42:07,21:50:27
106,169,6042050,21:32:30,00:18:14,21:50:44
62,193,5664250,21:28:46,00:22:10,21:50:56
59,93,3126850,21:17:54,00:33:51,21:51:45
117,150,6200670,21:38:29,00:13:24,21:51:53
28,86,4987430,21:03:24,00:49:13,21:52:37
124,124,5751430,21:03:20,00:49:32,21:52:52
157,86,4987430,21:26:11,00:27:50,21:54:01
67,138,6109620,21:28:04,00:26:27,21:54:31
1,113,5313860,21:27:39,00:27:41,21:55:20
199,155,5605040,21:44:01,00:11:54,21:55:55
55,193,5664250,21:33:22,00:24:08,21:57:30
62,116,5664250,21:35:37,00:22:49,21:58:26
165,9,5570850,20:59:37,00:59:30,21:59:07
28,148,5666010,21:43:44,00:15:38,21:59:22
20,102,5097280,21:01:14,00:59:59,22:01:13
96,76,6042050,21:49:38,00:11:35,22:01:13
183,17,4300980,21:27:47,00:33:57,22:01:44
143,183,4300980,21:47:49,00:14:14,22:02:03
150,150,6042050,21:29:43,00:32:27,22:02:10
190,29,5440160,21:35:32,00:26:56,22:02:28
21,21,5605040,21:01:37,01:00:52,22:02:29
38,193,5664250,21:46:53,00:16:28,22:03:21
142,56,5751430,19:54:28,02:09:27,22:03:55
56,123,5731900,21:02:29,01:01:29,22:03:58
150,18,6200670,21:30:02,00:34:22,22:04:24
124,190,5751430,20:28:02,01:36:37,22:04:39
167,167,4983570,20:24:40,01:41:31,22:06:11
50,93,3126850,21:30:17,00:35:58,22:06:15
60,193,5664250,21:25:18,00:42:04,22:07:22
26,175,5377800,21:39:59,00:27:31,22:07:30
87,67,6109620,21:53:42,00:14:24,22:08:06
67,184,6109620,21:51:06,00:19:28,22:10:34
1,56,5313860,21:43:21,00:27:16,22:10:37
150,32,6070370,21:54:18,00:16:27,22:10:45
6,172,5666010,21:50:20,00:21:10,22:11:30
200,133,5731900,21:38:05,00:33:41,22:11:46
69,69,1895160,21:21:20,00:51:43,22:13:03
87,184,6109620,21:46:17,00:28:09,22:14:26
26,193,5664250,21:47:17,00:27:50,22:15:07
17,29,5187030,22:08:47,00:07:02,22:15:49
33,154,5072780,22:06:03,00:09:57,22:16:00
2,112,5902520,22:00:21,00:17:17,22:17:38
96,194,5377800,22:04:18,00:13:43,22:18:01
197,1,3892850,21:26:53,00:51:20,22:18:13
89,200,5751430,21:20:21,00:57:52,22:18:13
33,124,5751430,21:18:40,01:00:37,22:19:17
75,27,5529760,22:08:08,00:11:55,22:20:03
9,170,5570850,22:05:04,00:15:12,22:20:16
28,86,4987430,21:38:02,00:42:15,22:20:17
9,190,5751430,21:17:08,01:04:37,22:21:45
200,30,5751430,22:06:35,00:15:49,22:22:24
58,12,5731900,21:42:31,00:40:41,22:23:12
50,93,3126850,21:51:19,00:32:08,22:23:27
80,86,4987430,21:57:16,00:27:06,22:24:22
174,73,5845310,21:58:34,00:26:38,22:25:12
75,27,5529760,22:14:46,00:11:16,22:26:02
183,183,4300980,21:48:42,00:37:25,22:26:07
135,116,5664250,22:00:20,00:26:16,22:26:36
89,9,5751430,21:19:16,01:07:34,22:26:50
5,113,5313860,22:17:36,00:09:18,22:26:54
103,27,5751430,21:51:42,00:35:27,22:27:09
124,124,5751430,21:52:45,00:34:48,22:27:33
47,76,1895160,21:37:04,00:51:44,22:28:48
17,183,4300980,22:12:03,00:16:48,22:28:51
165,33,5751430,22:21:15,00:07:45,22:29:00
80,86,4987430,22:03:50,00:25:29,22:29:19
58,145,5731900,21:42:49,00:46:36,22:29:25
24,150,6200670,22:15:38,00:14:03,22:29:41
30,25,5731900,21:24:03,01:06:09,22:30:12
9,124,5751430,21:00:27,01:29:56,22:30:23
133,70,6170750,22:09:37,00:20:51,22:30:28
87,184,6109620,22:03:17,00:27:19,22:30:36
67,184,6109620,22:13:45,00:16:56,22:30:41
125,12,5925780,22:05:21,00:25:25,22:30:46
182,142,6170750,22:19:30,00:11:17,22:30:47
183,183,4300980,22:16:54,00:14:04,22:30:58
133,142,6170750,22:22:56,00:08:06,22:31:02
145,142,6170750,22:22:23,00:08:46,22:31:09
183,183,4300980,21:58:03,00:33:49,22:31:52
50,93,3126850,22:00:13,00:32:05,22:32:18
86,86,4987430,21:31:25,01:01:25,22:32:50
87,67,6109620,22:19:50,00:14:01,22:33:51
89,124,5751430,21:43:32,00:51:59,22:35:31
73,150,5666010,22:11:44,00:23:52,22:35:36
142,148,5731900,21:28:39,01:07:10,22:35:49
50,93,3126850,22:05:17,00:30:40,22:35:57
150,68,6042050,22:08:10,00:27:59,22:36:09
199,86,4987430,21:56:06,00:40:25,22:36:31
86,86,4987430,21:57:57,00:38:36,22:36:33
149,12,5925780,22:06:17,00:30:27,22:36:44
160,25,4883640,22:11:43,00:25:54,22:37:37
117,69,1895160,22:18:28,00:19:39,22:38:07
29,161,5945340,22:09:14,00:29:30,22:38:44
28,72,1895160,22:18:15,00:20:44,22:38:59
139,180,6170750,22:28:39,00:11:03,22:39:42
163,77,3126850,22:32:53,00:07:27,22:40:20
182,142,6170750,22:30:00,00:10:44,22:40:44
200,33,5751430,21:44:39,00:56:16,22:40:55
106,12,5731900,21:04:46,01:36:20,22:41:06
124,14,5751430,21:28:39,01:12:59,22:41:38
38,12,5731900,21:39:16,01:02:30,22:41:46
187,67,6109620,22:27:59,00:13:49,22:41:48
150,8,6042050,22:10:58,00:31:04,22:42:02
150,18,6200670,22:07:53,00:34:27,22:42:20
93,42,3126850,22:26:33,00:15:49,22:42:22
133,5,6170750,22:34:10,00:08:32,22:42:42
166,89,5751430,21:32:35,01:10:12,22:42:47
184,140,6109620,22:24:59,00:18:45,22:43:44
182,142,6170750,22:32:36,00:11:44,22:44:20
67,184,6109620,22:31:55,00:13:04,22:44:59
163,93,3126850,22:32:03,00:13:33,22:45:36
163,93,3126850,22:31:30,00:15:46,22:47:16
184,67,6109620,22:32:55,00:14:48,22:47:43
145,180,6170750,22:24:21,00:23:50,22:48:11
30,33,5751430,22:14:17,00:33:55,22:48:12
129,109,6556000,22:32:46,00:16:18,22:49:04
150,155,5605040,22:16:56,00:33:07,22:50:03
67,67,6109620,22:39:26,00:12:33,22:51:59
190,76,5440160,21:20:34,01:31:35,22:52:09
13,93,3126850,22:38:36,00:13:36,22:52:12
31,31,5097280,22:46:09,00:06:18,22:52:27
73,72,5845310,22:42:31,00:10:52,22:53:23
31,127,5097280,22:34:17,00:20:37,22:54:54
163,106,3126850,22:42:34,00:12:31,22:55:05
88,106,3126850,22:48:05,00:07:13,22:55:18
12,30,5751430,22:15:06,00:40:47,22:55:53
150,68,6042050,22:10:50,00:45:58,22:56:48
82,121,6032930,21:19:32,01:39:22,22:58:54
163,93,3126850,22:46:25,00:14:06,23:00:31
157,199,4987430,22:26:24,00:34:28,23:00:52
67,184,6109620,22:39:19,00:21:37,23:00:56
159,142,6170750,22:52:59,00:08:05,23:01:04
77,150,6200670,22:40:15,00:20:52,23:01:07
185,54,3892850,22:33:54,00:27:20,23:01:14
25,142,5731900,21:02:28,01:58:57,23:01:25
105,67,6109620,22:41:45,00:20:01,23:01:46
168,79,5071730,22:45:35,00:16:30,23:02:05
24,171,5509730,22:51:16,00:11:02,23:02:18
58,14,5731900,21:24:33,01:39:30,23:04:03
158,133,5945340,22:25:01,00:39:56,23:04:57
30,30,5751430,22:25:27,00:40:16,23:05:43
71,96,5338480,22:50:13,00:16:01,23:06:14
100,12,5925780,22:36:02,00:30:45,23:06:47
174,12,5751430,22:10:32,00:57:53,23:08:25
133,56,5731900,22:17:10,00:51:22,23:08:32
175,30,5751430,22:15:24,00:53:33,23:08:57
30,30,5751430,22:15:17,00:54:16,23:09:33
117,150,6200670,23:02:50,00:07:49,23:10:39
145,145,5731900,22:35:20,00:35:55,23:11:15
116,190,5751430,22:13:40,00:59:03,23:12:43
67,184,6109620,22:56:36,00:16:19,23:12:55
6,148,5666010,21:32:16,01:41:05,23:13:21
73,73,5845310,22:11:28,01:01:55,23:13:23
56,168,5731900,22:36:36,00:37:31,23:14:07
14,44,5945340,22:06:54,01:07:46,23:14:40
8,183,4300980,22:50:47,00:24:03,23:14:50
67,184,6109620,22:55:14,00:19:56,23:15:10
45,89,5440160,22:48:07,00:27:06,23:15:13
68,93,3126850,23:04:23,00:11:50,23:16:13
77,8,1895160,23:07:15,00:09:10,23:16:25
28,72,1895160,22:45:20,00:31:12,23:16:32
120,188,5945340,22:24:25,00:52:09,23:16:34
124,124,5751430,22:26:53,00:51:23,23:18:16
56,56,5731900,22:38:24,00:40:23,23:18:47
73,72,1895160,23:08:23,00:10:33,23:18:56
75,183,4300980,22:52:40,00:26:27,23:19:07
110,110,6127050,22:54:03,00:25:16,23:19:19
27,27,5529760,22:30:14,00:50:46,23:21:00
136,14,5945340,22:02:10,01:18:58,23:21:08
117,150,6200670,23:11:21,00:10:01,23:21:22
83,68,5126030,23:03:20,00:18:55,23:22:15
124,89,5751430,22:42:55,00:39:50,23:22:45
67,80,6109620,23:06:55,00:16:05,23:23:00
33,64,5751430,21:23:43,02:00:18,23:24:01
117,150,6200670,23:12:26,00:12:48,23:25:14
97,76,3892850,22:56:11,00:29:11,23:25:22
67,184,6109620,23:08:22,00:17:14,23:25:36
12,12,5731900,22:29:29,00:56:55,23:26:24
182,100,5735920,22:58:12,00:28:35,23:26:47
190,50,6065720,23:08:49,00:18:38,23:27:27
155,107,5605040,20:56:26,02:32:41,23:29:07
38,55,5495730,22:56:53,00:32:20,23:29:13
76,89,5440160,23:06:07,00:23:11,23:29:18
65,33,5751430,23:15:50,00:13:36,23:29:26
44,44,5945340,23:21:45,00:08:02,23:29:47
166,156,5925780,23:16:53,00:14:06,23:30:59
71,96,5338480,23:18:20,00:16:16,23:34:36
12,12,5731900,22:47:08,00:47:30,23:34:38
113,182,5735920,23:27:47,00:09:01,23:36:48
117,150,6200670,23:27:47,00:10:25,23:38:12
42,84,6163060,23:22:18,00:15:55,23:38:13
158,29,5945340,23:21:47,00:18:09,23:39:56
110,50,4595530,23:21:33,00:18:43,23:40:16
9,30,5751430,21:58:41,01:42:29,23:41:10
129,29,5945340,22:47:27,00:54:08,23:41:35
44,44,5945340,23:34:59,00:06:36,23:41:35
31,5,5780390,23:19:06,00:25:21,23:44:27
30,33,5751430,23:01:33,00:43:15,23:44:48
167,167,4983570,22:35:49,01:09:26,23:45:15
11,150,6200670,22:08:51,01:36:53,23:45:44
84,30,5751430,22:46:48,00:59:20,23:46:08
150,73,5666010,23:28:51,00:17:29,23:46:20
14,168,5731900,23:09:20,00:38:57,23:48:17
120,72,1895160,23:36:32,00:11:49,23:48:21
71,171,6163060,23:40:21,00:10:53,23:51:14
134,106,6200670,23:39:19,00:12:10,23:51:29
97,80,3892850,23:08:57,00:42:45,23:51:42
34,161,5385890,23:30:04,00:21:57,23:52:01
67,184,6109620,23:37:35,00:16:04,23:53:39
28,72,1895160,23:37:15,00:17:21,23:54:36
138,105,6109620,23:48:27,00:07:43,23:56:10
182,125,5735920,23:47:01,00:09:22,23:56:23
200,12,5925780,23:48:36,00:09:43,23:58:19
54,54,3892850,23:16:20,00:42:12,23:58:32
79,164,5071730,23:08:23,00:50:37,23:59:00
142,17,5187030,23:47:53,00:12:33,00:00:26
26,111,5520960,23:25:42,00:34:50,00:00:32
50,33,5751430,22:53:42,01:07:03,00:00:45
56,168,5731900,23:26:32,00:35:07,00:01:39
142,142,5731900,23:12:30,00:49:14,00:01:44
145,168,5731900,23:16:56,00:45:42,00:02:38
5,142,5965780,23:23:18,00:40:46,00:04:04
12,30,5751430,21:59:34,02:04:37,00:04:11
1,166,3892850,23:53:41,00:10:31,00:04:12
142,17,5187030,23:52:49,00:12:28,00:05:17
62,161,5385890,23:41:59,00:23:27,00:05:26
159,89,5440160,23:23:34,00:42:11,00:05:45
182,148,5731900,23:09:47,00:56:11,00:05:58
161,29,5945340,23:36:42,00:30:49,00:07:31
113,102,5097280,23:52:59,00:14:35,00:07:34
142,123,5731900,23:17:14,00:50:37,00:07:51
56,123,5731900,23:18:48,00:50:35,00:09:23
80,185,3892850,23:58:50,00:11:26,00:10:16
120,72,1895160,23:59:17,00:11:11,00:10:28
9,9,5751430,23:40:52,00:31:32,00:12:24
51,174,6038690,23:59:21,00:13:11,00:12:32
188,89,5440160,23:46:31,00:26:33,00:13:04
70,142,5751430,23:10:08,01:06:39,00:16:47
47,100,1895160,23:39:24,00:37:47,00:17:11
12,148,5731900,22:46:32,01:32:40,00:19:12
12,168,5731900,23:31:32,00:48:22,00:19:54
125,90,4595530,23:23:48,00:56:54,00:20:42
33,33,5751430,23:30:40,00:50:23,00:21:03
180,180,6170750,23:59:15,00:22:41,00:21:56
12,168,5731900,23:40:12,00:42:41,00:22:53
170,75,5751430,23:56:21,00:30:58,00:27:19
142,168,5731900,23:07:11,01:20:30,00:27:41
200,89,5751430,23:48:04,00:43:00,00:31:04
157,69,1895160,23:49:05,00:43:38,00:32:43
200,33,5751430,23:56:15,00:41:42,00:37:57
124,33,5751430,22:59:57,01:48:04,00:48:01
66,56,5751430,23:25:19,01:44:05,01:09:24
