estacion_origen,estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada,id_bici
29,161,5901700,20:17:00,00:15:31,20:32:31,5133
170,170,5255420,20:22:25,00:10:24,20:32:49,4687
118,118,4642030,20:29:33,00:05:31,20:35:04,5857
66,96,4979870,20:21:27,00:13:38,20:35:05,4538
28,73,5876170,20:09:01,00:26:05,20:35:06,6812
29,129,4642030,19:08:53,01:27:06,20:35:59,4599
192,33,6227110,20:28:45,00:07:43,20:36:28,4612
131,87,6439620,20:02:40,00:33:57,20:36:37,6825
29,143,4979870,20:25:10,00:11:47,20:36:57,7676
5,25,4926290,20:27:59,00:10:07,20:38:06,7513
72,57,6462750,20:13:31,00:25:07,20:38:38,2374
150,97,5479620,18:30:21,02:08:17,20:38:38,4844
90,90,5594380,20:09:20,00:29:23,20:38:43,7545
5,27,6259900,19:39:10,00:59:35,20:38:45,1080
66,125,5119190,20:29:06,00:09:43,20:38:49,1589
163,126,6037820,20:08:45,00:31:48,20:40:33,1165
57,183,5204590,19:28:09,01:12:29,20:40:38,8543
70,70,5354890,20:03:00,00:37:55,20:40:55,7149
73,199,5876170,19:59:30,00:41:53,20:41:23,6114
150,8,5422850,20:06:52,00:35:02,20:41:54,8843
13,72,6037820,19:16:13,01:26:28,20:42:41,7781
167,8,5943510,20:21:35,00:22:03,20:43:38,4892
14,125,2545670,20:35:55,00:07:53,20:43:48,2638
8,197,5597870,20:15:16,00:29:52,20:45:08,5146
150,83,6462750,19:56:30,00:49:05,20:45:35,3239
39,21,6066320,20:24:26,00:22:46,20:47:12,5377
163,181,4306090,20:31:23,00:16:10,20:47:33,5194
183,46,5614190,20:35:07,00:12:49,20:47:56,7179
14,100,2545670,20:31:10,00:17:02,20:48:12,2216
89,160,5993630,20:36:24,00:11:54,20:48:18,8071
118,87,5597870,20:19:35,00:30:04,20:49:39,7199
131,87,6439620,20:19:41,00:30:41,20:50:22,5165
183,107,5614190,20:36:47,00:13:35,20:50:22,1771
66,143,4306090,20:43:37,00:07:13,20:50:50,1157
183,71,6606990,20:22:12,00:29:22,20:51:34,3668
122,82,6286710,20:37:20,00:14:37,20:51:57,1797
113,82,6286710,20:36:50,00:15:26,20:52:16,6296
163,181,4306090,20:34:28,00:18:11,20:52:39,7001
113,102,6068350,20:40:43,00:12:22,20:53:05,6891
170,166,5255420,20:42:46,00:10:30,20:53:16,1327
29,66,4979870,20:31:18,00:22:28,20:53:46,3498
122,142,6029990,20:34:21,00:19:43,20:54:04,7091
198,141,5581460,20:32:46,00:21:30,20:54:16,1750
158,72,5745010,19:47:14,01:07:08,20:54:22,7751
183,46,5614190,20:47:21,00:07:23,20:54:44,3365
17,181,4306090,20:13:00,00:42:18,20:55:18,4340
197,80,1637440,20:42:00,00:13:32,20:55:32,8628
49,28,5479620,20:22:20,00:35:13,20:57:33,4743
68,167,5597870,20:32:42,00:25:12,20:57:54,6296
165,103,5876170,20:28:49,00:30:45,20:59:34,2731
163,181,4306090,20:45:58,00:14:11,21:00:09,7466
199,180,4661990,19:49:49,01:10:45,21:00:34,7941
64,99,1494910,20:05:02,00:56:40,21:01:42,8608
17,17,5534270,20:25:40,00:36:07,21:01:47,7234
29,74,5192300,20:37:43,00:24:27,21:02:10,2306
110,59,4306090,20:54:45,00:07:32,21:02:17,5227
18,91,5665820,20:52:08,00:11:08,21:03:16,7318
25,181,4306090,20:24:13,00:39:25,21:03:38,4153
1,193,6187460,18:41:31,02:22:40,21:04:11,3639
89,89,5395180,20:16:12,00:48:04,21:04:16,4901
163,181,4306090,20:51:29,00:13:54,21:05:23,2129
199,73,5876170,20:23:20,00:47:53,21:11:13,8894
190,125,5119190,20:58:06,00:14:23,21:12:29,5206
100,110,5745010,20:59:58,00:14:04,21:14:02,1161
5,82,5577370,20:38:14,00:36:34,21:14:48,5386
174,184,5325480,20:38:34,00:36:19,21:14:53,1676
64,19,6227110,21:05:39,00:09:26,21:15:05,7234
197,144,5876170,20:58:54,00:16:37,21:15:31,5396
144,110,4979870,20:13:49,01:02:32,21:16:21,3313
14,14,6176840,20:57:20,00:20:04,21:17:24,1022
123,82,6286710,21:00:09,00:17:24,21:17:33,5368
169,183,3124960,21:05:49,00:13:32,21:19:21,3696
181,143,4306090,21:10:42,00:08:46,21:19:28,5262
171,17,4306090,21:06:57,00:12:45,21:19:42,5597
89,89,5395180,20:54:54,00:25:42,21:20:36,7557
29,29,5577370,19:49:01,01:31:48,21:20:49,4296
124,30,5242600,19:49:26,01:33:59,21:23:25,6642
142,121,5665820,20:48:31,00:35:19,21:23:50,7518
144,197,5876170,21:07:43,00:16:10,21:23:53,5755
29,56,5901700,21:03:10,00:20:54,21:24:04,7157
131,87,6439620,20:56:24,00:28:03,21:24:27,7760
57,83,6462750,20:44:18,00:40:53,21:25:11,5788
155,118,5204590,21:08:16,00:17:33,21:25:49,5698
155,183,5204590,21:00:14,00:26:29,21:26:43,4309
146,76,5479620,21:13:14,00:13:38,21:26:52,3409
1,171,6187460,21:09:40,00:18:17,21:27:57,1976
123,66,6286710,21:16:52,00:11:15,21:28:07,7585
125,187,2545670,20:49:25,00:39:18,21:28:43,1870
66,123,6286710,21:20:02,00:09:29,21:29:31,5302
110,66,4979870,21:24:07,00:07:14,21:31:21,3265
155,183,5204590,21:07:07,00:24:23,21:31:30,6473
123,66,6286710,21:23:56,00:08:41,21:32:37,5238
155,183,5204590,21:09:03,00:25:26,21:34:29,8872
82,123,6286710,21:19:16,00:15:40,21:34:56,2264
155,183,5204590,21:13:12,00:21:55,21:35:07,8097
29,56,5901700,21:21:09,00:14:02,21:35:11,8527
14,90,6029990,21:05:54,00:31:39,21:37:33,4791
160,23,5174370,21:01:43,00:35:57,21:37:40,2296
50,50,5395180,21:22:50,00:16:23,21:39:13,3324
155,183,5204590,21:16:33,00:23:04,21:39:37,2090
83,11,6462750,21:13:28,00:26:10,21:39:38,4253
27,1,6259900,20:44:02,00:55:57,21:39:59,2693
131,87,6439620,21:11:20,00:29:14,21:40:34,8059
59,160,5993630,21:26:38,00:13:57,21:40:35,2910
63,126,5675490,21:09:03,00:32:01,21:41:04,6199
31,123,6259900,21:21:02,00:20:18,21:41:20,6811
110,134,5745010,21:33:05,00:08:16,21:41:21,5262
66,110,4979870,21:36:14,00:07:05,21:43:19,7573
44,88,5350780,20:22:57,01:20:58,21:43:55,4422
160,59,5993630,21:27:43,00:17:19,21:45:02,1630
155,183,5204590,21:22:55,00:22:46,21:45:41,6653
25,66,6286710,21:37:45,00:08:17,21:46:02,8053
134,82,5901700,21:38:46,00:07:46,21:46:32,4580
194,123,6286710,21:35:17,00:11:19,21:46:36,5748
142,142,5354890,21:16:46,00:30:01,21:46:47,8144
155,14,5204590,21:09:06,00:38:53,21:47:59,1785
190,160,5993630,21:37:39,00:11:01,21:48:40,8513
1,84,6187460,21:27:14,00:21:30,21:48:44,7786
148,148,6462750,21:17:17,00:32:08,21:49:25,6076
181,143,4306090,21:39:20,00:11:25,21:50:45,2279
110,59,4306090,21:41:43,00:09:05,21:50:48,5165
118,121,4642030,20:27:29,01:24:07,21:51:36,7848
146,199,5547510,21:42:17,00:09:27,21:51:44,4483
106,93,4989650,20:54:33,00:57:54,21:52:27,6820
155,183,5204590,21:25:19,00:27:10,21:52:29,5862
155,14,5204590,21:09:41,00:42:59,21:52:40,5633
31,5,6259900,21:20:14,00:32:46,21:53:00,5258
66,125,5119190,21:35:39,00:17:53,21:53:32,3796
135,126,5675490,21:23:26,00:30:12,21:53:38,3294
155,183,5204590,21:28:49,00:25:07,21:53:56,6090
13,8,5581460,20:56:26,00:59:12,21:55:38,7146
11,11,6462750,21:45:48,00:09:57,21:55:45,4957
154,170,5255420,21:45:29,00:11:32,21:57:01,1750
73,28,5876170,21:10:23,00:49:35,21:59:58,3371
123,25,6286710,21:48:29,00:11:33,22:00:02,1123
170,170,5255420,21:44:43,00:15:30,22:00:13,3844
109,105,5479620,21:03:45,00:56:57,22:00:42,6235
9,149,5745010,19:29:11,02:31:43,22:00:54,1855
28,73,5876170,21:36:55,00:24:25,22:01:20,8053
123,82,6286710,21:48:37,00:12:52,22:01:29,4114
155,14,5204590,21:21:56,00:39:36,22:01:32,6090
4,126,5675490,21:32:43,00:30:19,22:03:02,2933
181,56,5119190,21:33:39,00:31:42,22:05:21,2389
121,180,5665820,21:34:43,00:30:44,22:05:27,4478
155,14,5204590,21:16:13,00:49:45,22:05:58,1377
156,64,1494910,21:40:29,00:25:53,22:06:22,2242
100,180,4661990,21:49:07,00:18:22,22:07:29,6741
18,91,5665820,21:58:12,00:09:44,22:07:56,5770
47,117,5581460,21:07:31,01:00:40,22:08:11,1224
144,167,5943510,21:33:51,00:34:40,22:08:31,2257
178,178,5479620,21:54:49,00:13:49,22:08:38,8238
155,14,5204590,21:09:33,01:00:20,22:09:53,4474
113,82,6286710,21:54:45,00:15:22,22:10:07,4132
181,69,4306090,22:01:19,00:09:03,22:10:22,4129
157,157,4642030,21:14:09,00:57:09,22:11:18,1633
91,72,5665820,21:58:21,00:13:34,22:11:55,3655
66,142,6029990,21:56:04,00:18:14,22:14:18,1334
199,199,5479620,21:51:44,00:22:51,22:14:35,7200
82,110,5901700,22:03:42,00:11:12,22:14:54,5188
144,26,5876170,20:06:47,02:08:17,22:15:04,7802
14,160,4349060,22:05:12,00:10:55,22:16:07,2970
157,157,4642030,21:05:48,01:10:19,22:16:07,7211
14,14,5204590,22:06:49,00:09:52,22:16:41,2390
17,59,4306090,22:07:25,00:09:21,22:16:46,4287
120,199,5077210,22:06:35,00:11:25,22:18:00,6073
157,144,5876170,21:56:46,00:21:54,22:18:40,4869
65,160,5993630,21:49:52,00:29:32,22:19:24,2416
11,83,6462750,22:03:28,00:17:03,22:20:31,2129
33,160,1494910,21:45:31,00:36:54,22:22:25,4242
65,160,5993630,22:12:49,00:11:13,22:24:02,5110
86,54,5255420,21:57:50,00:30:37,22:28:27,2166
82,82,6286710,21:56:43,00:32:26,22:29:09,4366
117,91,5665820,22:14:44,00:15:50,22:30:34,8592
1,160,6259900,21:45:08,00:45:42,22:30:50,5174
160,65,5993630,22:17:57,00:14:43,22:32:40,7529
100,100,5731810,22:24:37,00:08:26,22:33:03,7504
29,29,5192300,22:17:04,00:16:12,22:33:16,4102
56,66,4979870,22:26:20,00:07:56,22:34:16,3040
146,146,5479620,20:58:34,01:36:04,22:34:38,4626
160,5,4349060,21:36:57,00:58:30,22:35:27,1434
183,8,5204590,22:28:45,00:07:19,22:36:04,8392
142,142,5354890,21:58:27,00:37:48,22:36:15,8544
161,9,5534270,22:13:11,00:24:00,22:37:11,4541
113,66,6286710,22:29:09,00:08:10,22:37:19,3265
50,170,5255420,22:28:06,00:12:14,22:40:20,8828
170,170,5255420,22:09:47,00:31:06,22:40:53,4513
163,167,5943510,22:17:47,00:23:08,22:40:55,6249
126,13,5581460,22:08:23,00:35:23,22:43:46,2108
194,170,5255420,22:35:52,00:08:31,22:44:23,7050
123,82,6286710,22:29:50,00:14:43,22:44:33,6413
190,160,5993630,22:32:45,00:11:49,22:44:34,1587
142,66,6029990,22:32:43,00:12:01,22:44:44,8580
191,26,5818870,22:04:09,00:43:18,22:47:27,2658
165,121,6259900,22:35:29,00:13:00,22:48:29,8975
123,59,6286710,22:36:25,00:13:11,22:49:36,6209
166,170,5255420,22:18:53,00:34:03,22:52:56,2607
177,160,5876170,21:58:16,00:57:22,22:55:38,3969
160,156,5367320,22:44:26,00:11:20,22:55:46,4235
82,82,5901700,22:49:36,00:06:24,22:56:00,8194
93,8,5374960,22:32:49,00:27:39,23:00:28,2785
83,83,6462750,22:32:08,00:28:31,23:00:39,4436
170,4,5255420,22:11:08,00:50:02,23:01:10,6052
160,30,1494910,22:40:24,00:23:28,23:03:52,4039
89,89,5993630,22:49:26,00:14:47,23:04:13,3942
110,66,4979870,22:45:17,00:19:56,23:05:13,6888
79,75,5350780,21:38:07,01:30:10,23:08:17,3032
157,28,5876170,23:00:38,00:09:41,23:10:19,6786
148,148,6462750,22:35:01,00:39:21,23:14:22,3454
2,166,5255420,23:01:44,00:12:45,23:14:29,4431
50,166,5255420,23:06:56,00:07:41,23:14:37,4313
69,166,2990120,23:05:46,00:08:52,23:14:38,6374
26,26,6488070,22:17:21,00:57:29,23:14:50,1838
184,184,5325480,22:24:44,00:53:45,23:18:29,8452
160,5,6259900,22:38:03,00:41:10,23:19:13,7569
13,25,4926290,22:59:34,00:20:03,23:19:37,5523
170,170,5255420,22:57:13,00:24:31,23:21:44,1855
66,125,5119190,23:12:17,00:09:55,23:22:12,1116
14,159,5204590,22:14:53,01:09:17,23:24:10,7554
166,170,5255420,23:11:24,00:13:50,23:25:14,1013
4,151,5255420,23:07:13,00:18:16,23:25:29,5178
49,49,5479620,23:01:22,00:24:12,23:25:34,5657
124,180,4661990,23:08:39,00:19:32,23:28:11,5825
70,160,5204590,23:04:01,00:24:31,23:28:32,3199
8,160,5204590,22:42:35,00:46:16,23:28:51,6180
117,8,5422850,23:15:32,00:14:39,23:30:11,7422
66,125,5119190,23:18:35,00:12:03,23:30:38,3463
129,180,4661990,23:07:10,00:24:15,23:31:25,6371
65,65,4642030,23:25:33,00:05:56,23:31:29,6404
158,54,5255420,23:08:58,00:23:03,23:32:01,1177
56,33,6227110,22:58:41,00:33:20,23:32:01,4716
135,33,6227110,23:23:18,00:08:47,23:32:05,1526
13,25,4926290,23:14:01,00:18:22,23:32:23,5781
123,85,6286710,23:23:09,00:09:51,23:33:00,6192
69,180,4661990,23:13:50,00:19:18,23:33:08,4997
100,110,5745010,23:21:40,00:11:34,23:33:14,1635
143,66,4979870,23:26:30,00:07:39,23:34:09,6937
142,159,5065950,23:13:20,00:21:04,23:34:24,2565
157,144,5876170,23:04:39,00:29:48,23:34:27,3232
117,8,5422850,23:21:15,00:13:35,23:34:50,1294
115,170,5255420,23:22:49,00:13:03,23:35:52,2738
107,21,5523410,23:23:08,00:13:16,23:36:24,1165
49,180,5479620,23:30:10,00:07:12,23:37:22,7848
56,29,5901700,23:26:07,00:12:32,23:38:39,4541
157,28,5876170,23:29:49,00:08:52,23:38:41,5646
117,8,5422850,23:25:34,00:13:08,23:38:42,1896
185,49,5479620,23:06:56,00:31:49,23:38:45,2699
126,126,5675490,23:13:55,00:25:22,23:39:17,2303
180,124,4661990,23:20:15,00:19:17,23:39:32,4602
117,8,5422850,23:29:33,00:13:02,23:42:35,3611
144,80,5876170,23:20:13,00:22:37,23:42:50,4356
29,56,5901700,23:24:12,00:19:11,23:43:23,4281
123,82,6286710,23:24:54,00:19:32,23:44:26,6633
160,5,5581460,23:36:43,00:08:03,23:44:46,6886
117,8,5422850,23:33:20,00:13:22,23:46:42,8101
122,161,5901700,23:38:06,00:08:39,23:46:45,4256
65,54,6286710,23:19:04,00:27:50,23:46:54,2877
155,146,5479620,23:35:22,00:13:23,23:48:45,8492
46,8,5422850,23:35:18,00:13:36,23:48:54,4881
190,161,5901700,23:38:29,00:10:51,23:49:20,4997
117,8,5422850,23:38:05,00:13:55,23:52:00,8618
83,83,6462750,23:41:14,00:11:41,23:52:55,4401
167,146,5597870,23:38:39,00:15:51,23:54:30,7988
170,166,5255420,23:43:13,00:12:16,23:55:29,7784
117,8,5422850,23:39:59,00:16:14,23:56:13,8695
91,107,5077210,23:34:22,00:21:56,23:56:18,7228
117,8,5422850,23:43:24,00:13:08,23:56:32,1199
146,49,5479620,23:01:38,00:58:03,23:59:41,6995
13,25,4926290,23:44:50,00:15:14,00:00:04,3389
14,159,5065950,23:49:04,00:11:13,00:00:17,7243
160,89,5993630,23:52:58,00:08:00,00:00:58,5754
200,115,5119190,23:47:39,00:15:50,00:03:29,1204
124,180,4661990,23:45:53,00:18:05,00:03:58,5873
124,180,4661990,23:45:34,00:18:41,00:04:15,5473
49,49,5479620,23:57:51,00:06:30,00:04:21,1454
18,8,5422850,23:52:51,00:11:46,00:04:37,5693
168,168,6401920,22:48:18,01:17:05,00:05:23,7048
111,48,5577370,23:52:25,00:13:09,00:05:34,6504
65,82,6286710,23:56:37,00:09:56,00:06:33,3646
154,144,2705610,23:58:24,00:08:09,00:06:33,4390
150,150,6188100,23:58:59,00:09:06,00:08:05,7628
117,39,5422850,23:58:07,00:11:53,00:10:00,8340
49,109,5479620,22:31:21,01:39:16,00:10:37,2110
115,170,5255420,23:55:28,00:16:19,00:11:47,1252
117,8,5422850,23:51:37,00:20:32,00:12:09,8392
13,25,4926290,23:57:49,00:14:21,00:12:10,1970
124,180,4661990,23:53:43,00:21:25,00:15:08,2350
66,56,5119190,23:59:37,00:18:20,00:17:57,4431
166,194,5255420,23:56:47,00:21:32,00:18:19,3798
9,125,5119190,23:59:06,00:19:36,00:18:42,2994
120,120,4642030,22:58:44,01:20:06,00:18:50,2497
124,180,4661990,23:53:58,00:25:49,00:19:47,3068
124,180,4661990,23:59:59,00:20:34,00:20:33,6646
111,111,5325480,23:57:36,00:23:38,00:21:14,4123
26,8,5818870,23:43:28,00:38:58,00:22:26,2189
124,180,4661990,23:58:06,00:29:08,00:27:14,5646
124,180,4661990,23:59:33,00:30:51,00:30:24,1333
125,199,5876170,23:45:45,00:46:12,00:31:57,6232
124,180,4661990,23:53:31,00:39:01,00:32:32,1869
141,93,5374960,23:51:05,00:47:12,00:38:17,6268
58,10,5011630,8:06:35,1:6:0,9:12:35,6671 
21,14,5683640,9:02:16,0:19:0,9:21:16,4492 
198,112,5470490,16:14:31,0:50:0,17:04:31,3555 
121,53,5606730,17:58:18,1:8:0,18:66:18,2004 
68,137,5256070,10:23:58,0:19:0,10:42:58,2008 
73,167,5823020,8:06:47,0:16:0,8:22:47,1979 
106,192,5211030,19:13:55,0:23:0,19:36:55,3515 
1,175,5367320,8:29:18,1:7:0,9:36:18,1763 
59,151,5255420,0:41:14,0:32:0,1:13:14,6723 
71,36,4966840,4:10:52,0:45:0,4:55:52,8255 
1,60,41586809,1:36:36,0:13:0,1:49:36,5207 
6,80,41586809,2:48:53,0:57:0,3:45:53,1882 
9,1,41586809,8:15:12,0:11:0,8:26:12,6010 
